kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
4014,tt0354595,Игра их жизни,,The Game of Their Lives,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'история'}, {'genre': 'спорт'}]",6.6,6.1,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4014.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4014.jpg,6
229066,tt0320808,"Приключения Джимми Нейтрона, мальчика-гения",,"The Adventures of Jimmy Neutron, Boy Genius",[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.0,6.7,2002,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/229066.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/229066.jpg,8
103224,tt0453556,Черепашки-ниндзя,,TMNT,"[{'country': 'США'}, {'country': 'Гонконг'}]","[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.7,6.2,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/103224.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/103224.jpg,5
522180,tt1667889,Ледниковый период 4: Континентальный дрейф,,Ice Age: Continental Drift,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.9,6.5,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/522180.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/522180.jpg,5
673427,tt2302755,Падение Олимпа,,Olympus Has Fallen,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'боевик'}]",6.3,6.5,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/673427.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/673427.jpg,5
502723,tt1620935,Пазманский дьявол,,Bleed for This,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'спорт'}]",7.0,6.8,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/502723.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/502723.jpg,5
673427,tt2302755,Падение Олимпа,,Olympus Has Fallen,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'боевик'}]",6.3,6.5,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/673427.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/673427.jpg,5
800574,tt3216348,Инкарнация,,Incarnate,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",5.4,5.3,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/800574.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/800574.jpg,6
1007477,,Страна призраков,,Ghostland,"[{'country': 'Франция'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'ужасы'}]",6.7,6.4,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1007477.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1007477.jpg,6
263447,tt0790686,Зеркала,,Mirrors,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Германия'}, {'country': 'Румыния'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.1,6.1,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/263447.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/263447.jpg,6
4935,tt0113409,В пасти безумия,,In the Mouth of Madness,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'фэнтези'}, {'genre': 'ужасы'}]",7.0,7.1,1994,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4935.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4935.jpg,6
198938,tt0470055,Дрейф,,Open Water 2: Adrift,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'ужасы'}]",6.5,5.2,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/198938.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/198938.jpg,5
432713,tt1323045,Замёрзшие,,Frozen,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'ужасы'}]",6.3,6.2,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/432713.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/432713.jpg,5
1320559,,Лунный рыцарь,,Moon Knight,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.1,7.3,2022,MINI_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1320559.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1320559.jpg,6
77450,tt0395699,Лысый нянька: Спецзадание,,The Pacifier,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",6.7,5.6,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77450.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77450.jpg,5
596481,tt1985966,Облачно... 2: Месть ГМО,,Cloudy with a Chance of Meatballs 2,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.5,6.3,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/596481.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/596481.jpg,5
14328,tt0344854,Артур и минипуты,,Arthur et les Minimoys,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.6,6.0,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/14328.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/14328.jpg,6
184417,tt0489270,Пила 3,,Saw III,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.0,6.2,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/184417.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/184417.jpg,6
178546,tt0473360,Гол 2: Жизнь как мечта,,Goal II: Living the Dream,"[{'country': 'Великобритания'}, {'country': 'Испания'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'спорт'}]",7.0,5.8,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/178546.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/178546.jpg,6
993579,tt1653665,"Прощай, Кристофер Робин",,Goodbye Christopher Robin,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'семейный'}]",7.2,7.1,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/993579.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/993579.jpg,6
303,tt0305224,Управление гневом,,Anger Management,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.1,6.2,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/303.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/303.jpg,7
397497,tt1107365,Сезон охоты 2,,Open Season 2,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",6.5,5.5,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/397497.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397497.jpg,6
770625,tt2967224,Красотки в бегах,,Hot Pursuit,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",5.9,5.1,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/770625.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/770625.jpg,5
770805,tt2975578,Судная ночь 2,,The Purge: Anarchy,"[{'country': 'США'}, {'country': 'Франция'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.4,6.4,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/770805.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/770805.jpg,5
3526,tt0348836,Готика,,Gothika,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Испания'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.1,5.8,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3526.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3526.jpg,6
500617,tt1606378,"Крепкий орешек: Хороший день, чтобы умереть",,A Good Day to Die Hard,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Венгрия'}]","[{'genre': 'триллер'}, {'genre': 'боевик'}]",4.9,5.2,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/500617.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/500617.jpg,4
566232,tt1712170,"Я, Алекс Кросс",,Alex Cross,"[{'country': 'США'}, {'country': 'Франция'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",6.0,5.2,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/566232.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/566232.jpg,5
500617,tt1606378,"Крепкий орешек: Хороший день, чтобы умереть",,A Good Day to Die Hard,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Венгрия'}]","[{'genre': 'триллер'}, {'genre': 'боевик'}]",4.9,5.2,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/500617.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/500617.jpg,4
1287542,tt10665338,Хэллоуин убивает,,Halloween Kills,[{'country': 'США'}],[{'genre': 'ужасы'}],5.3,5.5,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1287542.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1287542.jpg,4
232141,tt0452625,"Удачи, Чак!",,Good Luck Chuck,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.6,5.6,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/232141.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/232141.jpg,6
89674,tt0414982,Пункт назначения 3,,Final Destination 3,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",6.4,5.8,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/89674.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/89674.jpg,6
437833,,Центурион,,Centurion,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'военный'}, {'genre': 'история'}]",6.6,6.3,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/437833.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/437833.jpg,6
734349,tt2660888,Стартрек: Бесконечность,,Star Trek Beyond,"[{'country': 'США'}, {'country': 'Канада'}, {'country': 'Китай'}, {'country': 'ОАЭ'}]","[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.9,7.0,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/734349.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/734349.jpg,6
8094,tt0324216,Техасская резня бензопилой,,The Texas Chainsaw Massacre,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'ужасы'}]",6.6,6.2,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8094.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8094.jpg,6
392930,tt1080016,Ледниковый период 3: Эра динозавров,,Ice Age: Dawn of the Dinosaurs,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.6,6.9,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/392930.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/392930.jpg,6
468373,tt1464335,Анчартед: На картах не значится,,Uncharted,"[{'country': 'США'}, {'country': 'Испания'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}]",6.8,6.3,2022,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/468373.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/468373.jpg,5
6747,,Зло под солнцем,,Evil Under the Sun,[{'country': 'Великобритания'}],"[{'genre': 'криминал'}, {'genre': 'детектив'}]",7.5,7.0,1981,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6747.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6747.jpg,7
12285,tt0088011,Роман с камнем,,Romancing the Stone,"[{'country': 'США'}, {'country': 'Мексика'}]","[{'genre': 'мелодрама'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.7,6.9,1984,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/12285.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/12285.jpg,7
403013,tt1160524,Наруто 5,,Gekijô ban Naruto: Shippûden - Kizuna,[{'country': 'Япония'}],"[{'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",6.9,6.8,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/403013.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/403013.jpg,6
601774,tt1999167,Наруто 8: Кровавая тюрьма,,Gekijouban Naruto: Buraddo purizun,[{'country': 'Япония'}],"[{'genre': 'мультфильм'}, {'genre': 'аниме'}]",6.9,7.1,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/601774.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/601774.jpg,6
281884,tt0988824,Наруто: Ураганные хроники,,Naruto: Shippûden,[{'country': 'Япония'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",8.3,8.7,2007,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/281884.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/281884.jpg,9
678323,tt2290828,Наруто 9: Путь ниндзя,,Road to Ninja: Naruto the Movie,[{'country': 'Япония'}],"[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",7.9,7.6,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/678323.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/678323.jpg,8
283290,tt0409591,Наруто,,Naruto,[{'country': 'Япония'}],"[{'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",7.6,8.4,2002,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/283290.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/283290.jpg,8
1040722,tt6588966,Я — препод,,Hichki,[{'country': 'Индия'}],"[{'genre': 'драма'}, {'genre': 'комедия'}]",7.9,7.5,2018,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1040722.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1040722.jpg,6
