kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
843789,tt1219827,Призрак в доспехах,,Ghost in the Shell,"[{'country': 'США'}, {'country': 'Индия'}, {'country': 'Гонконг'}, {'country': 'Канада'}, {'country': 'Китай'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.4,6.3,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/843789.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/843789.jpg,5
399959,tt1104001,Трон: Наследие,,Tron,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.9,6.8,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/399959.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/399959.jpg,6
1282028,tt4736550,Cambridge Analytica. Скандальный взлом,,The Great Hack,[{'country': 'США'}],"[{'genre': 'биография'}, {'genre': 'история'}, {'genre': 'документальный'}]",6.5,7.0,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1282028.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1282028.jpg,7
843103,tt4044364,Citizenfour: Правда Сноудена,,Citizenfour,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}]","[{'genre': 'биография'}, {'genre': 'история'}, {'genre': 'документальный'}]",7.3,8.0,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/843103.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/843103.jpg,7
1086,tt0139809,Тринадцатый этаж,,The Thirteenth Floor,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'фантастика'}]",7.6,7.0,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1086.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1086.jpg,7
634679,tt2080374,Стив Джобс,,Steve Jobs,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'история'}]",6.7,7.2,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/634679.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/634679.jpg,6
79204,,Белый плен,,Eight Below,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'семейный'}]",8.1,7.3,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/79204.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/79204.jpg,7
354799,,Шерлок Холмс и доктор Ватсон: Смертельная схватка,,,[{'country': 'СССР'}],"[{'genre': 'криминал'}, {'genre': 'детектив'}]",8.4,8.4,1980,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/354799.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/354799.jpg,7
77263,tt0083100,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,,,[{'country': 'СССР'}],"[{'genre': 'криминал'}, {'genre': 'детектив'}]",8.6,8.5,1981,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77263.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77263.jpg,8
408396,tt1121096,Седьмой сын,,Seventh Son,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Канада'}, {'country': 'Китай'}]","[{'genre': 'приключения'}, {'genre': 'фэнтези'}]",5.8,5.5,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/408396.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/408396.jpg,5
255380,tt0800080,Невероятный Халк,,The Incredible Hulk,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.9,6.6,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/255380.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/255380.jpg,6
623250,tt1825683,Чёрная Пантера,,Black Panther,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.6,7.3,2018,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/623250.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/623250.jpg,3
252667,tt0770828,Человек из стали,,Man of Steel,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.9,7.1,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/252667.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/252667.jpg,7
258941,tt0800369,Тор,,Thor,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.1,7.0,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/258941.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/258941.jpg,6
571337,tt1758692,Как сумасшедший,,Like Crazy,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",6.8,6.6,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/571337.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/571337.jpg,6
506005,tt1623205,Оз: Великий и Ужасный,,Oz the Great and Powerful,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",6.3,6.3,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/506005.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/506005.jpg,5
404459,tt1120985,Валентинка,,Blue Valentine,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.1,7.3,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/404459.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/404459.jpg,6
461782,tt1403981,Помни меня,,Remember Me,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.6,7.1,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/461782.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/461782.jpg,7
259829,,Десятидюймовый герой,,Ten Inch Hero,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.9,7.3,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/259829.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/259829.jpg,7
196855,tt0435679,Кит,,Keith,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.6,7.4,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/196855.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/196855.jpg,7
784389,tt0443465,Прежде чем мы расстанемся,,Before We Go,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.5,6.8,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/784389.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/784389.jpg,7
793,tt0272338,"Любовь, сбивающая с ног",,Punch-Drunk Love,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.8,7.3,2002,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/793.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/793.jpg,6
991225,tt5814060,Проклятие монахини,,The Nun,[{'country': 'США'}],[{'genre': 'ужасы'}],5.7,5.3,2018,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/991225.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/991225.jpg,4
63732,tt0384806,Ужас Амитивилля,,The Amityville Horror,[{'country': 'США'}],[{'genre': 'ужасы'}],6.7,5.9,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/63732.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/63732.jpg,6
780392,tt3065204,Заклятие 2,,The Conjuring 2,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Канада'}]","[{'genre': 'детектив'}, {'genre': 'ужасы'}]",7.1,7.3,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/780392.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/780392.jpg,6
808062,tt3322940,Проклятие Аннабель,,Annabelle,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",5.8,5.4,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/808062.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/808062.jpg,4
666804,tt2226417,Астрал: Глава 2,,Insidious: Chapter 2,"[{'country': 'США'}, {'country': 'Канада'}]",[{'genre': 'ужасы'}],6.5,6.5,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/666804.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/666804.jpg,6
707483,tt2377322,Избави нас от лукавого,,Deliver Us from Evil,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.2,6.2,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/707483.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/707483.jpg,6
405514,tt1127180,Затащи меня в Ад,,Drag Me to Hell,[{'country': 'США'}],"[{'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'ужасы'}]",6.1,6.6,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/405514.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/405514.jpg,6
404366,tt1179904,Паранормальное явление,,Paranormal Activity,[{'country': 'США'}],"[{'genre': 'детектив'}, {'genre': 'ужасы'}]",6.6,6.3,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/404366.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/404366.jpg,6
84967,tt0404032,Шесть демонов Эмили Роуз,,The Exorcism of Emily Rose,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'ужасы'}]",7.2,6.7,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/84967.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/84967.jpg,7
464279,tt1161864,Обряд,,The Rite,"[{'country': 'США'}, {'country': 'Италия'}, {'country': 'Венгрия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.5,6.0,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/464279.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/464279.jpg,6
821008,tt3470600,Зверопой,,Sing,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Япония'}]","[{'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'мюзикл'}]",7.4,7.1,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/821008.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/821008.jpg,5
1573,tt0108160,Неспящие в Сиэттле,,Sleepless in Seattle,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.7,6.8,1993,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1573.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1573.jpg,7
5330,tt0128853,Вам письмо,,You've Got Mail,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.8,6.7,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5330.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5330.jpg,7
520648,tt1650554,Пипец 2,,Kick-Ass 2,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Япония'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.2,6.5,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/520648.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/520648.jpg,6
419200,tt1250777,Пипец,,Kick-Ass,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.9,7.6,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/419200.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/419200.jpg,6
2022,tt0116629,День независимости,,Independence Day,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",7.6,7.0,1996,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/2022.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2022.jpg,6
1541,tt0146838,Каждое воскресенье,,Any Given Sunday,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'спорт'}]",7.6,6.9,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1541.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1541.jpg,6
271851,,Лунатизм,,Sleepwalking,"[{'country': 'США'}, {'country': 'Канада'}]",[{'genre': 'драма'}],6.9,6.1,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/271851.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/271851.jpg,6
81951,tt0412922,Маленький Манхэттен,,Little Manhattan,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",7.6,7.4,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/81951.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/81951.jpg,7
22133,,Учитель года,,School of Life,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'драма'}, {'genre': 'комедия'}, {'genre': 'семейный'}, {'genre': 'спорт'}]",7.7,6.4,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/22133.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/22133.jpg,7
704,tt0251127,Как отделаться от парня за 10 дней,,How to Lose a Guy in 10 Days,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.3,6.5,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/704.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/704.jpg,6
692865,tt2267968,Кунг-фу Панда 3,,Kung Fu Panda 3,"[{'country': 'США'}, {'country': 'Китай'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.3,7.1,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/692865.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/692865.jpg,7
160910,tt0463034,"Он, я и его друзья",,"You, Me and Dupree",[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.6,5.6,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/160910.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/160910.jpg,5
325644,tt1046163,Девушка моего лучшего друга,,My Best Friend's Girl,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.7,5.8,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/325644.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/325644.jpg,6
77673,tt0397101,Ключ от всех дверей,,The Skeleton Key,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.3,6.5,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77673.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77673.jpg,6
261668,tt0770752,Золото дураков,,Fool's Gold,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'приключения'}, {'genre': 'комедия'}]",6.7,5.7,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/261668.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/261668.jpg,6
557437,tt1702439,Тихая гавань,,Safe Haven,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'мелодрама'}]",7.2,6.6,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/557437.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/557437.jpg,6
87706,tt0430304,Шалун,,Little Man,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'криминал'}, {'genre': 'комедия'}]",6.3,4.5,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/87706.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/87706.jpg,6
5931,tt0257106,Очень страшное кино 2,,Scary Movie 2,[{'country': 'США'}],"[{'genre': 'комедия'}, {'genre': 'ужасы'}]",6.3,5.3,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5931.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5931.jpg,6
1807,tt0117571,Крик,,Scream,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.3,7.4,1996,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1807.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1807.jpg,6
5932,tt0175142,Очень страшное кино,,Scary Movie,[{'country': 'США'}],"[{'genre': 'комедия'}, {'genre': 'ужасы'}]",7.0,6.3,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5932.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5932.jpg,7
1387021,tt12361974,Лига справедливости Зака Снайдера,,Zack Snyder's Justice League,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.8,7.9,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1387021.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1387021.jpg,7
195941,tt0426592,Супергеройское кино,,Superhero Movie,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",5.0,4.7,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/195941.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195941.jpg,7
2519,tt0332379,Школа рока,,School of Rock,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'комедия'}, {'genre': 'музыка'}]",7.2,7.2,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/2519.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2519.jpg,6
550910,tt1690953,Гадкий я 2,,Despicable Me 2,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Япония'}]","[{'genre': 'криминал'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.6,7.3,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/550910.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/550910.jpg,6
418891,tt1249300,"Счастливого Рождества, Дрейк и Джош",,"Merry Christmas, Drake & Josh",[{'country': 'США'}],"[{'genre': 'комедия'}, {'genre': 'семейный'}]",7.9,6.7,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/418891.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/418891.jpg,7
1574,tt0100157,Мизери,,Misery,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'ужасы'}]",7.8,7.8,1990,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1574.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1574.jpg,7
1203040,tt14182462,Ванда/Вижн,,WandaVision,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",7.4,7.9,2021,MINI_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1203040.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1203040.jpg,5
258460,tt0758713,Мистер и миссис Смит,,Mr. and Mrs. Smith,[{'country': 'США'}],"[{'genre': 'боевик'}, {'genre': 'короткометражка'}]",7.3,6.3,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/258460.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/258460.jpg,7
92839,,Теккен,,Tekken,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",5.2,4.8,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/92839.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/92839.jpg,4
22355,tt0113855,Смертельная битва,,Mortal Kombat,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.6,5.8,1995,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/22355.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/22355.jpg,7
1345158,tt11655202,Рыцари справедливости,,Retfærdighedens ryttere,"[{'country': 'Швеция'}, {'country': 'Дания'}, {'country': 'Финляндия'}]","[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.4,7.5,2020,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1345158.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1345158.jpg,6
536,tt0032455,Фантазия,,Fantasia,[{'country': 'США'}],"[{'genre': 'фэнтези'}, {'genre': 'музыка'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'мюзикл'}]",7.7,7.7,1940,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/536.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/536.jpg,7
5939,tt0107614,Миссис Даутфайр,,Mrs. Doubtfire,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'комедия'}]",7.7,7.1,1993,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5939.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5939.jpg,7
5997,tt0080487,Гольф-клуб,,Caddyshack,[{'country': 'США'}],"[{'genre': 'комедия'}, {'genre': 'спорт'}]",6.3,7.2,1980,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5997.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5997.jpg,6
1589,tt0098635,Когда Гарри встретил Салли,,When Harry Met Sally...,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.7,7.7,1989,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1589.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1589.jpg,7
8435,tt0077651,Хэллоуин,,Halloween,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",7.0,7.7,1978,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8435.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8435.jpg,6
396,tt0073195,Челюсти,,Jaws,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'приключения'}, {'genre': 'ужасы'}]",7.3,8.1,1975,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/396.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/396.jpg,7
460523,tt1424381,Хищники,,Predators,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.5,6.4,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/460523.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/460523.jpg,5
400094,tt1132626,Пила 5,,Saw V,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.9,5.8,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/400094.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/400094.jpg,6
86206,tt0432348,Пила 2,,Saw II,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.4,6.6,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/86206.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/86206.jpg,6
464168,tt1314655,Дьявол,,Devil,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.7,6.3,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/464168.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/464168.jpg,6
8091,tt0297284,Охотники за разумом,,Mindhunters,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Нидерланды'}, {'country': 'Финляндия'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'ужасы'}]",7.5,6.3,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8091.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8091.jpg,6
470156,tt1477076,Пила 3D,,Saw 3D,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.6,5.5,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/470156.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/470156.jpg,5
418762,tt1258197,Экзамен,,Exam,[{'country': 'Великобритания'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.0,6.8,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/418762.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/418762.jpg,6
20590,tt0123755,Куб,,Cube,[{'country': 'Канада'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'ужасы'}]",7.2,7.1,1997,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/20590.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/20590.jpg,7
841613,tt0787524,"Человек, который познал бесконечность",,The Man Who Knew Infinity,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Индия'}, {'country': 'Гонконг'}, {'country': 'Сингапур'}, {'country': 'ОАЭ'}]","[{'genre': 'драма'}, {'genre': 'биография'}]",7.5,7.2,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/841613.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/841613.jpg,7
260999,tt0800320,Битва Титанов,,Clash of the Titans,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Австралия'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",6.1,5.8,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/260999.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/260999.jpg,5
